0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,2m,-1,-1,-1,-1,-1,2m,-1,-1,-1,-1,-1,2m,0,d,0,-1,2m,-1,-1,-1,-1,-1,2m,-1,-1,-1,-1,-1,2m,0
0,-1,2m,-1,3m,3m,3m,-1,2m,-1,3m,3m,3m,-1,2m,0,d,0,-1,2m,-1,3m,3m,3m,-1,2m,-1,3m,3m,3m,-1,2m,0
0,2m,-1,2m,-1,-1,-1,2m,-1,2m,-1,-1,-1,2m,-1,0,d,0,2m,-1,2m,-1,-1,-1,2m,-1,2m,-1,-1,-1,2m,-1,0
0,2m,-1,2m,-1,-1,-1,2m,-1,2m,-1,-1,-1,2m,-1,0,d,0,2m,-1,2m,-1,-1,-1,2m,-1,2m,-1,-1,-1,2m,-1,0
0,-1,2m,-1,3m,3m,3m,-1,2m,-1,3m,3m,3m,-1,2m,0,d,0,-1,2m,-1,3m,3m,3m,-1,2m,-1,3m,3m,3m,-1,2m,0
0,-1,2m,-1,-1,-1,-1,-1,2m,-1,-1,-1,-1,-1,2m,0,d,0,-1,2m,-1,-1,-1,-1,-1,2m,-1,-1,-1,-1,-1,2m,0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,d,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,0
0,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,0,d,0,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,0
0,-1,2,-1,3,3,3,-1,2,-1,3,3,3,-1,2,0,d,0,-1,2,-1,3,3,3,-1,2,-1,3,3,3,-1,2,0
0,2,-1,2,-1,-1,-1,2,-1,2,-1,-1,-1,2,-1,0,d,0,2,-1,2,-1,-1,-1,2,-1,2,-1,-1,-1,2,-1,0
0,2,-1,2,-1,-1,-1,2,-1,2,-1,-1,-1,2,-1,0,d,0,2,-1,2,-1,-1,-1,2,-1,2,-1,-1,-1,2,-1,0
0,-1,2,-1,3,3,3,-1,2,-1,3,3,3,-1,2,0,d,0,-1,2,-1,3,3,3,-1,2,-1,3,3,3,-1,2,0
0,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,0,d,0,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0